No,비고,교과목코드,교과목명,강좌번호,이수구분,학점,주야,강의시간,제한인원,신청인원,외국인신청인원,국내교류학생,개설상위,개설학과,관리학과,교수직급,교수명,대표교수,대표교수명,강의실,특수교과목,과목영역,사이버강좌구분,강의언어,타과제한여부,주야교차가능여부,분반,타교생제한여부,구분,이론,실습
1,,2114101,철도차량공학특론,101,전공선택,3,주간,토(4 ~ 6),999,4,0,0,철도전문대학원,철도차량시스템공학과,철도차량시스템공학과,겸임교수,박기준,20875,박기준,어의관-211 ,,,일반강좌,한국어전용,N,N,,Y,이론,3,0
2,,2114108,차륜/레일시스템I/F,101,전공선택,3,주간,토(1 ~ 3),999,4,0,0,철도전문대학원,철도차량시스템공학과,철도차량시스템공학과,강사(비전업),송태섭,20980,송태섭,어의관-211 ,,,일반강좌,한국어전용,N,N,,Y,이론,3,0
3,,2114119,피로해석특론,101,전공선택,3,주간,수(11 ~ 13),999,4,0,0,철도전문대학원,철도차량시스템공학과,철도차량시스템공학과,겸임교수,전현규,21020,전현규,어의관-102 ,,,일반강좌,한국어전용,N,N,,Y,이론,3,0
4,,2124104,철도구조동역학,101,전공선택,3,주간,월(11 ~ 13),999,18,0,0,철도전문대학원,철도건설공학과,철도건설공학과,겸임교수,신정열,20790,신정열,어의관-103 ,,,일반강좌,한국어전용,N,N,,Y,이론,3,0
5,,2124116,선로공학,101,전공선택,3,주간,금(11 ~ 13),999,20,0,0,철도전문대학원,철도건설공학과,철도건설공학과,강사(비전업),이세희,21014,이세희,어의관-103 ,,,일반강좌,한국어전용,N,N,,Y,이론,3,0
6,,2124128,궤도노반설계,101,전공선택,3,주간,화(11 ~ 13),999,9,0,0,철도전문대학원,철도건설공학과,철도건설공학과,강사(비전업),김대규,20655,김대규,어의관-211 ,,,일반강좌,한국어전용,N,N,,Y,이론,3,0
7,,2124132,철도터널공학,101,전공선택,3,주간,목(11 ~ 13),999,34,0,0,철도전문대학원,철도건설공학과,철도건설공학과,강사(비전업),고성일,20705,고성일,어의관-302 ,,,일반강좌,한국어전용,N,N,,Y,이론,3,0
8,,2134109,전자파환경특론,101,전공선택,3,주간,화(11 ~ 13),999,12,0,0,철도전문대학원,철도전기·신호공학과,철도전기·신호공학과,교수,이종우,02326,이종우,어의관-102 ,,,일반강좌,한국어전용,Y,N,,Y,이론,3,0
9,,2134120,철도급전시스템,101,전공선택,3,주간,수(11 ~ 13),999,5,0,0,철도전문대학원,철도전기·신호공학과,철도전기·신호공학과,겸임교수,정호성,20581,정호성,어의관-101 ,,,일반강좌,한국어전용,Y,N,,Y,이론,3,0
10,,2134135,자동열차제어시스템특론,101,전공선택,3,주간,금(11 ~ 13),999,9,0,0,철도전문대학원,철도전기·신호공학과,철도전기·신호공학과,겸임교수,이재호,20576,이재호,어의관-102 ,,,일반강좌,한국어전용,Y,N,,Y,이론,3,0
11,,2134150,전철정보통신특론,101,전공선택,3,주간,월(11 ~ 13),999,11,0,0,철도전문대학원,철도전기·신호공학과,철도전기·신호공학과,겸임교수,김주락,21016,김주락,어의관-303 ,,,일반강좌,한국어전용,Y,N,,Y,이론,3,0
12,,2144111,경영전략특론,101,전공선택,3,주간,목(11 ~ 13),999,9,0,0,철도전문대학원,철도경영정책학과,철도경영정책학과,강사(비전업),지유선,20755,지유선,어의관-211 ,,,일반강좌,한국어전용,N,N,,Y,이론,3,0
13,,2144128,철도계획연구개발론,101,전공선택,3,주간,토(7 ~ 9),999,4,0,0,철도전문대학원,철도경영정책학과,철도경영정책학과,교수,김시곤,02293,김시곤,어의관-111 ,,,일반강좌,한국어전용,N,N,,Y,이론,3,0
14,,5110045,석사학위논문연구 I,101,전공필수,3,주간,토(7 ~ 9),999,2,0,0,철도전문대학원,철도차량시스템공학과,철도차량시스템공학과,교수,임원식,02252,임원식,프론티어관-711 ,논문세미나,,일반강좌,한국어전용,Y,N,,Y,이론,3,0
15,,5110048,박사학위논문연구 II,101,전공필수,3,주간,수(5 ~ 7),999,1,0,0,철도전문대학원,철도차량시스템공학과,철도차량시스템공학과,조교수,안다훈,02631,안다훈,프론티어관-916 ,논문세미나,,일반강좌,한국어전용,Y,N,,Y,이론,3,0
16,,5130008,철도통신시스템특론,101,전공선택,3,주간,목(11 ~ 13),999,5,0,0,철도전문대학원,철도전기·신호공학과,철도전기·신호공학과,겸임교수,박성수,21017,박성수,어의관-102 ,,,일반강좌,한국어전용,Y,N,,Y,이론,3,0
17,,5130014,철도시스템공학특론,101,전공선택,3,주간,목(11 ~ 13),999,10,0,0,철도전문대학원,철도전기·신호공학과,철도전기·신호공학과,겸임교수,김상암,21021,김상암,어의관-303 ,,,일반강좌,한국어전용,Y,N,,Y,이론,3,0
18,,5130015,시스템안전성특론,101,전공선택,3,주간,토(1 ~ 3),999,7,0,0,철도전문대학원,철도전기·신호공학과,철도전기·신호공학과,교수,이종우,02326,이종우,어의관-212 ,,,일반강좌,한국어전용,Y,N,,Y,이론,3,0
19,,5130019,석사논문연구 I,101,전공필수,3,주간,월(11 ~ 13),999,2,0,0,철도전문대학원,철도전기·신호공학과,철도전기·신호공학과,교수,김경화,02283,김경화,미래관-521 ,논문세미나,,일반강좌,한국어전용,Y,N,,Y,이론,3,0
20,,5130019,석사논문연구 I,102,전공필수,3,주간,월(11 ~ 13),999,2,0,0,철도전문대학원,철도전기·신호공학과,철도전기·신호공학과,교수,최승호,02284,최승호,창학관-224 ,논문세미나,,일반강좌,한국어전용,Y,N,,Y,이론,3,0
21,,5130020,석사논문연구 II,101,전공필수,3,주간,월(11 ~ 13),999,1,0,0,철도전문대학원,철도전기·신호공학과,철도전기·신호공학과,교수,이종우,02326,이종우,창조관-424 ,논문세미나,,일반강좌,한국어전용,Y,N,,Y,이론,3,0
22,,5130022,박사논문연구 II,101,전공필수,3,주간,수(11 ~ 13),999,3,0,0,철도전문대학원,철도전기·신호공학과,철도전기·신호공학과,교수,김경화,02283,김경화,미래관-521 ,논문세미나,,일반강좌,한국어전용,Y,N,,Y,이론,3,0
23,,5146004,철도프로젝트경영론,101,전공선택,3,주간,월(10 ~ 12),999,8,0,0,철도전문대학원,철도경영정책학과,철도경영정책학과,교수,정성봉,02451,정성봉,어의관-111 ,,,일반강좌,한국어전용,N,N,,Y,이론,3,0
24,,5146005,철도운영관리특론,101,전공선택,3,주간,목(11 ~ 13),999,6,0,0,철도전문대학원,철도경영정책학과,철도경영정책학과,강사(비전업),김재환,20998,김재환,어의관-212 ,,,일반강좌,한국어전용,N,N,,Y,이론,3,0
25,,5146009,GIS기반철도정책및운영,101,전공선택,3,주간,수(11 ~ 13),999,7,0,0,철도전문대학원,철도경영정책학과,철도경영정책학과,교수,김시곤,02293,김시곤,어의관-111 ,,,일반강좌,한국어전용,N,N,,Y,이론,3,0
26,,5146019,철도실무일어Ⅰ,101,전공선택,3,주간,금(11 ~ 13),999,8,0,0,철도전문대학원,철도경영정책학과,철도경영정책학과,강사(비전업),최지수,20446,최지수,어의관-202 ,,,일반강좌,한국어전용,N,N,,Y,이론,3,0
27,,5146021,석사논문연구 Ⅰ,101,전공필수,3,주간,수(1 ~ 3),999,1,0,0,철도전문대학원,철도경영정책학과,철도경영정책학과,교수,정성봉,02451,정성봉,창조관-417 ,논문세미나,,일반강좌,한국어전용,Y,N,,Y,이론,3,0
28,,5146021,석사논문연구 Ⅰ,102,전공필수,3,주간,토(1 ~ 3),999,1,0,0,철도전문대학원,철도경영정책학과,철도경영정책학과,교수,김시곤,02293,김시곤,창조관-419 ,논문세미나,,일반강좌,한국어전용,Y,N,,Y,이론,3,0
29,,5146022,석사논문연구 Ⅱ,102,전공필수,3,주간,토(4 ~ 6),999,2,1,0,철도전문대학원,철도경영정책학과,철도경영정책학과,교수,김시곤,02293,김시곤,창조관-419 ,논문세미나,,일반강좌,한국어전용,Y,N,,Y,이론,3,0
30,,5146023,박사논문연구 Ⅰ,103,전공필수,3,주간,화(7 ~ 9),999,1,0,0,철도전문대학원,철도경영정책학과,철도경영정책학과,교수,손명수,02636,손명수,창조관-420 ,논문세미나,,일반강좌,한국어전용,Y,N,,Y,이론,3,0
31,,5146024,박사논문연구 Ⅱ,101,전공필수,3,주간,수(10 ~ 12),999,1,0,0,철도전문대학원,철도경영정책학과,철도경영정책학과,교수,정성봉,02451,정성봉,창조관-417 ,논문세미나,,일반강좌,한국어전용,Y,N,,Y,이론,3,0
32,,5146024,박사논문연구 Ⅱ,102,전공필수,3,주간,금(10 ~ 12),999,1,0,0,철도전문대학원,철도경영정책학과,철도경영정책학과,교수,김시곤,02293,김시곤,창조관-419 ,논문세미나,,일반강좌,한국어전용,Y,N,,Y,이론,3,0
33,,5164187,석사논문연구 I,101,전공필수,3,주간,월(7 ~ 9),999,12,0,0,철도전문대학원,철도건설공학과,철도건설공학과,교수,손명수,02636,손명수,창조관-420 ,논문세미나,,일반강좌,한국어전용,Y,N,,Y,이론,3,0
34,,5164188,석사논문연구 II,101,전공필수,3,주간,목(1 ~ 3),999,2,0,0,철도전문대학원,철도건설공학과,철도건설공학과,교수,손명수,02636,손명수,창조관-420 ,논문세미나,,일반강좌,한국어전용,Y,N,,Y,이론,3,0
35,,5164189,박사논문연구 I,101,전공필수,3,주간,목(4 ~ 6),999,1,0,0,철도전문대학원,철도건설공학과,철도건설공학과,교수,손명수,02636,손명수,창조관-420 ,논문세미나,,일반강좌,한국어전용,Y,N,,Y,이론,3,0
36,,5164190,박사논문연구 II,101,전공필수,3,주간,목(7 ~ 9),999,4,0,0,철도전문대학원,철도건설공학과,철도건설공학과,교수,손명수,02636,손명수,창조관-420 ,논문세미나,,일반강좌,한국어전용,Y,N,,Y,이론,3,0
37,,5950008,선로공학특론,101,전공선택,3,주간,월(11 ~ 13),999,6,0,0,철도전문대학원,글로벌철도시스템학과,글로벌철도시스템학과,강사(비전업),이세희,21014,이세희,어의관-202 ,,,일반강좌,한국어전용,N,N,,Y,이론,3,0
38,,5950024,선로사면안정론,101,전공선택,3,주간,수(11 ~ 13),999,4,0,0,철도전문대학원,글로벌철도시스템학과,글로벌철도시스템학과,강사(비전업),김대규,20655,김대규,어의관-212 ,,,일반강좌,한국어전용,N,N,,Y,이론,3,0
39,,5950087,철도공학,101,전공선택,3,주간,수(11 ~ 13),999,4,0,0,철도전문대학원,글로벌철도시스템학과,글로벌철도시스템학과,강사(비전업),고성일,20705,고성일,어의관-213 ,,,일반강좌,영어전용(Y),N,N,,Y,이론,3,0
40,,5950114,석사논문연구 Ⅰ,101,전공필수,3,주간,화(1 ~ 3),999,2,0,0,철도전문대학원,글로벌철도시스템학과,글로벌철도시스템학과,교수,손명수,02636,손명수,창조관-420 ,논문세미나,,일반강좌,한국어전용,Y,N,,Y,이론,3,0
41,,5950114,석사논문연구 Ⅰ,102,전공필수,3,주간,토(10 ~ 12),999,4,0,0,철도전문대학원,글로벌철도시스템학과,글로벌철도시스템학과,교수,임원식,02252,임원식,프론티어관-711 ,논문세미나,,일반강좌,한국어전용,Y,N,,Y,이론,3,0
42,,5950114,석사논문연구 Ⅰ,103,전공필수,3,주간,금(11 ~ 13),999,1,0,0,철도전문대학원,글로벌철도시스템학과,글로벌철도시스템학과,교수,김경화,02283,김경화,미래관-521 ,논문세미나,,일반강좌,한국어전용,Y,N,,Y,이론,3,0
43,,5950117,박사논문연구 Ⅱ,101,전공필수,3,주간,화(4 ~ 6),999,5,0,0,철도전문대학원,글로벌철도시스템학과,글로벌철도시스템학과,교수,손명수,02636,손명수,창조관-420 ,논문세미나,,일반강좌,한국어전용,Y,N,,Y,이론,3,0
44,,5950117,박사논문연구 Ⅱ,102,전공필수,3,주간,금(1 ~ 3),999,1,0,0,철도전문대학원,글로벌철도시스템학과,글로벌철도시스템학과,교수,김경화,02283,김경화,미래관-521 ,논문세미나,,일반강좌,한국어전용,Y,N,,Y,이론,3,0
45,,5950117,박사논문연구 Ⅱ,103,전공필수,3,주간,화(11 ~ 13),999,1,0,0,철도전문대학원,글로벌철도시스템학과,글로벌철도시스템학과,조교수,안다훈,02631,안다훈,프론티어관-916 ,논문세미나,,일반강좌,한국어전용,Y,N,,Y,이론,3,0
46,,5960003,철도안전관리체계론,101,전공선택,3,주간,수(11 ~ 13),999,6,0,0,철도전문대학원,철도안전공학과,철도안전공학과,강사(비전업),윤태호,20449,윤태호,어의관-202 ,,,일반강좌,한국어전용,N,N,,Y,이론,3,0
47,,5960006,철도정책집행및평가론,101,전공선택,3,주간,화(11 ~ 13),999,5,0,0,철도전문대학원,철도안전공학과,철도안전공학과,강사(비전업),김연규,20459,김연규,어의관-202 ,,,일반강좌,한국어전용,N,N,,Y,이론,3,0
48,,5960010,철도정보체계론,101,전공선택,3,주간,목(11 ~ 13),999,9,0,0,철도전문대학원,철도안전공학과,철도안전공학과,강사(비전업),임광균,20458,임광균,어의관-111 ,,,일반강좌,한국어전용,N,N,,Y,이론,3,0
49,,5960055,철도중대사고안전성특론,101,전공선택,3,주간,토(6 ~ 8),999,14,0,0,철도전문대학원,철도안전공학과,철도안전공학과,명예교수(비전업),구정서,01048,구정서,어의관-302 ,,,일반강좌,한국어전용,N,N,,Y,이론,3,0
50,,5960070,스마트유지보수안전특론,101,전공선택,3,주간,토(2 ~ 4),999,17,0,0,철도전문대학원,철도안전공학과,철도안전공학과,강사(비전업),심재석,20856,심재석,어의관-302 ,,,일반강좌,한국어전용,N,N,,Y,이론,3,0
51,,5960075,박사논문연구Ⅱ,101,전공필수,3,주간,금(1 ~ 3),999,2,0,0,철도전문대학원,철도안전공학과,철도안전공학과,교수,김시곤,02293,김시곤,창조관-419 ,논문세미나,,일반강좌,한국어전용,Y,N,,Y,이론,3,0
52,,6113001,박사논문연구I,101,전공필수,3,주간,토(5 ~ 7),999,2,1,0,IT정책전문대학원,AI공공정책전공,AI공공정책전공,교수,황주성,02466,황주성,창조관-406 ,논문세미나,,일반강좌,한국어전용,Y,N,,Y,이론,3,0
53,,6113002,박사논문연구II,101,전공필수,3,주간,토(8 ~ 10),999,2,1,0,IT정책전문대학원,AI공공정책전공,AI공공정책전공,교수,황주성,02466,황주성,창조관-406 ,논문세미나,,일반강좌,한국어전용,Y,N,,Y,이론,3,0
54,,6113003,석사논문연구I,101,전공필수,3,주간,금(11 ~ 13),999,3,0,0,IT정책전문대학원,AI공공정책전공,AI공공정책전공,부교수,성욱준,02499,성욱준,창조관-405 ,논문세미나,,일반강좌,한국어전용,Y,N,,Y,이론,3,0
55,,6113004,석사논문연구II,101,전공필수,3,주간,수(11 ~ 13),999,1,0,0,IT정책전문대학원,AI공공정책전공,AI공공정책전공,교수,황주성,02466,황주성,창조관-406 ,논문세미나,,일반강좌,한국어전용,Y,N,,Y,이론,3,0
56,,6114028,기초통계,101,전공선택,3,주간,토(6 ~ 8),999,7,2,0,IT정책전문대학원,AI공공정책전공,AI공공정책전공,부교수,성욱준,02499,성욱준,어의관-213 ,,,일반강좌,한국어전용,N,N,,Y,이론,3,0
57,,6114039,인적자원관리론,101,전공선택,3,주간,목(11 ~ 13),999,5,1,0,IT정책전문대학원,AI공공정책전공,AI공공정책전공,교수,노종호,02405,노종호,상상관-802 ,,,일반강좌,한국어전용,N,N,,Y,이론,3,0
58,,6114056,증거기반 IT정책 연습,101,전공선택,3,주간,토(9 ~ 11),999,4,0,0,IT정책전문대학원,AI공공정책전공,AI공공정책전공,부교수,성욱준,02499,성욱준,어의관-213 ,,,일반강좌,영어전용(Y),Y,N,,Y,이론,3,0
59,,6114071,연구방법론,101,전공필수,3,주간,토(1 ~ 3),999,13,1,0,IT정책전문대학원,AI공공정책전공,AI공공정책전공,교수,황주성,02466,황주성,어의관-213 ,,,일반강좌,한국어전용,N,N,,Y,이론,3,0
60,,6114075,4차 산업혁명과 산업정책,101,전공선택,3,주간,화(11 ~ 13),999,5,3,0,IT정책전문대학원,AI공공정책전공,AI공공정책전공,교수,황주성,02466,황주성,어의관-213 ,,,일반강좌,한국어전용,N,N,,Y,이론,3,0
61,,6123006,통계.연구방법론,101,전공필수,3,주간,수(11 ~ 13),25,6,0,0,IT정책전문대학원,산업정보시스템전공,산업정보시스템전공,강사(비전업),장은영,20989,장은영,프론티어관-501 ,코어교과목,,일반강좌,한국어전용,N,N,,Y,이론,3,0
62,,6124031,산업정보시스템특론,101,전공선택,3,주간,토(6 ~ 8),25,11,0,0,IT정책전문대학원,산업정보시스템전공,산업정보시스템전공,강사(비전업),차환주,21015,차환주,프론티어관-601 ,,,일반강좌,한국어전용,N,N,,Y,이론,3,0
63,,6124052,석사논문연구 I,101,전공필수,3,주간,화(7 ~ 9),3,1,0,0,IT정책전문대학원,산업정보시스템전공,산업정보시스템전공,부교수,정진우,02621,정진우,프론티어관-610 ,논문세미나,,일반강좌,한국어전용,Y,N,,Y,이론,3,0
64,,6124054,박사논문연구 I,103,전공필수,3,주간,금(10 ~ 12),3,1,0,0,IT정책전문대학원,산업정보시스템전공,산업정보시스템전공,조교수,박규태,02683,박규태,창학관-333 ,논문세미나,,일반강좌,한국어전용,Y,N,,Y,이론,3,0
65,,6124055,박사논문연구 II,102,전공필수,3,주간,목(6 ~ 8),2,1,0,0,IT정책전문대학원,산업정보시스템전공,산업정보시스템전공,교수,김자희,02352,김자희,프론티어관-609 ,논문세미나,,일반강좌,한국어전용,Y,N,,Y,이론,3,0
66,,6124055,박사논문연구 II,103,전공필수,3,주간,수(6 ~ 8),2,2,0,0,IT정책전문대학원,산업정보시스템전공,산업정보시스템전공,교수,조남욱,02322,조남욱,프론티어관-608 ,논문세미나,,일반강좌,한국어전용,Y,N,,Y,이론,3,0
67,,6124055,박사논문연구 II,104,전공필수,3,주간,수(10 ~ 12),2,1,0,0,IT정책전문대학원,산업정보시스템전공,산업정보시스템전공,부교수,심민규,02578,심민규,프론티어관-915 ,논문세미나,,일반강좌,한국어전용,Y,N,,Y,이론,3,0
68,,6124059,데이터 시각화,101,전공선택,3,주간,토(1 ~ 3),26,21,0,0,IT정책전문대학원,산업정보시스템전공,산업정보시스템전공,교수,김자희,02352,김자희,프론티어관-501 ,,,일반강좌,한국어전용,Y,N,,Y,이론,3,0
69,,6124064,데이터비즈니스,101,전공선택,3,주간,화(11 ~ 13),25,13,0,0,IT정책전문대학원,산업정보시스템전공,산업정보시스템전공,교수,이학연,02438,이학연,프론티어관-601 ,,,일반강좌,한국어전용,Y,N,,Y,이론,3,0
70,,6133001,박사논문연구I,101,전공필수,3,주간,화(11 ~ 13),999,1,0,0,IT정책전문대학원,융합미디어·콘텐츠정책전공,융합미디어·콘텐츠정책전공,교수,이영주,02408,이영주,창조관-404 ,논문세미나,,일반강좌,한국어전용,Y,N,,Y,이론,3,0
71,,6133002,박사논문연구II,101,전공필수,3,주간,금(11 ~ 13),999,1,0,0,IT정책전문대학원,융합미디어·콘텐츠정책전공,융합미디어·콘텐츠정책전공,교수,이영주,02408,이영주,창조관-404 ,논문세미나,,일반강좌,한국어전용,Y,N,,Y,이론,3,0
72,,6133002,박사논문연구II,102,전공필수,3,주간,수(11 ~ 13),999,1,0,0,IT정책전문대학원,융합미디어·콘텐츠정책전공,융합미디어·콘텐츠정책전공,교수,최성진,02172,최성진,창학관-302 ,논문세미나,,일반강좌,한국어전용,Y,N,,Y,이론,3,0
73,,6133003,석사논문연구I,101,전공필수,3,주간,월(11 ~ 13),999,1,1,0,IT정책전문대학원,융합미디어·콘텐츠정책전공,융합미디어·콘텐츠정책전공,교수,이영주,02408,이영주,창조관-404 ,논문세미나,,일반강좌,한국어전용,Y,N,,Y,이론,3,0
74,,6134069,지적재산권개론,101,공통선택,3,주간,수(6 ~ 8),999,8,0,0,IT정책전문대학원,융합미디어·콘텐츠정책전공,융합미디어·콘텐츠정책전공,부교수,김현경,02490,김현경,어의관-211 어의관-212 ,,,일반강좌,영어전용(Y),Y,N,,Y,이론,3,0
75,,6134073,디지털시대의저널리즘,101,전공선택,3,주간,토(5 ~ 7),999,17,0,0,IT정책전문대학원,융합미디어·콘텐츠정책전공,융합미디어·콘텐츠정책전공,강사(비전업),유수정,20896,유수정,어의관-202 ,,,일반강좌,한국어전용,N,N,,Y,이론,3,0
76,,6134083,연구방법론Ⅱ,101,전공필수,3,주간,수(1 ~ 3),999,4,1,0,IT정책전문대학원,융합미디어·콘텐츠정책전공,융합미디어·콘텐츠정책전공,교수,이영주,02408,이영주,어의관-211 ,코어교과목,,일반강좌,한국어전용,N,N,,Y,이론,3,0
77,,6134088,인공지능과 법,101,전공선택,3,주간,토(8 ~ 10),999,15,0,0,IT정책전문대학원,융합미디어·콘텐츠정책전공,융합미디어·콘텐츠정책전공,부교수,김현경,02490,김현경,어의관-212 ,,,일반강좌,한국어전용,Y,N,,Y,이론,3,0
78,,6134090,미디어 정책,101,전공선택,3,주간,토(1 ~ 3),999,23,1,0,IT정책전문대학원,융합미디어·콘텐츠정책전공,융합미디어·콘텐츠정책전공,교수,이영주,02408,이영주,어의관-111 ,,,일반강좌,한국어전용,N,N,,Y,이론,3,0
79,,6140023,석사논문연구Ⅰ,101,전공필수,3,주간,월(7 ~ 9),999,2,0,0,IT정책전문대학원,디지털문화정책전공,디지털문화정책전공,교수,이광석,02444,이광석,창조관-408 ,논문세미나,,일반강좌,한국어전용,Y,N,,Y,이론,3,0
80,,6140023,석사논문연구Ⅰ,102,전공필수,3,주간,수(2 ~ 4),999,2,0,0,IT정책전문대학원,디지털문화정책전공,디지털문화정책전공,부교수,박소현,02510,박소현,창조관-407 ,논문세미나,,일반강좌,한국어전용,Y,N,,Y,이론,3,0
81,,6140023,석사논문연구Ⅰ,103,전공필수,3,주간,금(7 ~ 9),999,1,0,0,IT정책전문대학원,디지털문화정책전공,디지털문화정책전공,부교수,최형섭,02507,최형섭,어의관-424 ,논문세미나,,일반강좌,한국어전용,Y,N,,Y,이론,3,0
82,,6140024,석사논문연구Ⅱ,101,전공필수,3,주간,월(11 ~ 13),999,1,1,0,IT정책전문대학원,디지털문화정책전공,디지털문화정책전공,교수,이광석,02444,이광석,창조관-408 ,논문세미나,,일반강좌,한국어전용,Y,N,,Y,이론,3,0
83,,6140029,박사논문연구Ⅰ,101,전공필수,3,주간,수(5 ~ 7),999,1,0,0,IT정책전문대학원,디지털문화정책전공,디지털문화정책전공,부교수,박소현,02510,박소현,창조관-407 ,논문세미나,,일반강좌,한국어전용,Y,N,,Y,이론,3,0
84,,6140030,박사논문연구Ⅱ,101,전공필수,3,주간,수(8 ~ 10),999,1,0,0,IT정책전문대학원,디지털문화정책전공,디지털문화정책전공,부교수,박소현,02510,박소현,창조관-407 ,논문세미나,,일반강좌,한국어전용,Y,N,,Y,이론,3,0
85,,6140054,문화연구방법론,101,전공선택,3,주간,토(4 ~ 6),999,8,0,0,IT정책전문대학원,디지털문화정책전공,디지털문화정책전공,강사(전업),전은기,20974,전은기,어의관-111 ,,,일반강좌,한국어전용,N,N,,Y,이론,3,0
86,,6140066,디지털/문화정책과 민주주의,101,전공선택,3,주간,목(11 ~ 13),999,12,0,0,IT정책전문대학원,디지털문화정책전공,디지털문화정책전공,부교수,박소현,02510,박소현,어의관-202 ,,,일반강좌,한국어전용,N,N,,Y,이론,3,0
87,,6140084,현대예술과 아카이브,101,전공선택,3,주간,토(1 ~ 3),999,5,0,0,IT정책전문대학원,디지털문화정책전공,디지털문화정책전공,겸임교수,이수영,20975,이수영,어의관-202 ,,,일반강좌,한국어전용,N,N,,Y,이론,3,0
88,,6140091,"인공지능, 플랫폼, 노동",101,전공선택,3,주간,화(11 ~ 13),999,7,0,0,IT정책전문대학원,디지털문화정책전공,디지털문화정책전공,교수,이광석,02444,이광석,어의관-203 ,,,일반강좌,한국어전용,N,N,,Y,이론,3,0
89,,6140094,인공지능과 문화산업정책,101,전공선택,3,주간,수(11 ~ 13),999,8,0,0,IT정책전문대학원,디지털문화정책전공,디지털문화정책전공,강사(전업),이종임,20444,이종임,어의관-203 ,,,일반강좌,한국어전용,N,N,,Y,이론,3,0
90,,6143004,박사논문연구Ⅱ,101,전공필수,3,주간,화(2 ~ 4),999,2,0,0,IT정책전문대학원,IT디자인융합전공,IT디자인융합전공,부교수,강태임,02497,강태임,창조관-524 ,논문세미나,,일반강좌,한국어전용,Y,N,,Y,이론,3,0
91,,6143021,디지털커뮤니케이션디자인,101,전공선택,3,주간,목(6 ~ 8),999,4,1,0,IT정책전문대학원,IT디자인융합전공,IT디자인융합전공,부교수,강태임,02497,강태임,창조관-310 ,,,일반강좌,한국어전용,N,N,,Y,이론,3,0
92,,6143029,디자인미학,101,전공선택,3,주간,금(11 ~ 13),999,6,0,0,IT정책전문대학원,IT디자인융합전공,IT디자인융합전공,강사(비전업),김정효,20795,김정효,창조관-211 ,,,일반강좌,한국어전용,N,N,,Y,이론,3,0
93,,6143047,글로벌 K-디자인 트렌드,101,전공선택,3,주간,화(11 ~ 13),999,4,0,0,IT정책전문대학원,IT디자인융합전공,IT디자인융합전공,부교수,강태임,02497,강태임,창조관-211 ,,,일반강좌,영어전용(Y),N,N,,Y,이론,3,0
94,,6143064,뉴미디어와 문화예술,101,전공선택,3,주간,목(11 ~ 13),999,9,1,0,IT정책전문대학원,IT디자인융합전공,IT디자인융합전공,부교수,강태임,02497,강태임,어의관-103 ,,,일반강좌,한국어전용,N,N,,Y,이론,3,0
95,,7113001,석사논문연구I,101,전공필수,3,주간,화(9 ~ 11),5,1,0,0,융합과학대학원,에너지화학공학과,에너지화학공학과,교수,천승규,02491,천승규,어의관-623 ,논문세미나,,일반강좌,한국어전용,Y,N,,Y,이론,3,0
96,,7113001,석사논문연구I,102,전공필수,3,주간,수(10 ~ 12),5,1,0,0,융합과학대학원,에너지화학공학과,에너지화학공학과,교수,신헌용,02286,신헌용,청운관(남관)-116 ,논문세미나,,일반강좌,한국어전용,Y,N,,Y,이론,3,0
97,,7113001,석사논문연구I,103,전공필수,3,주간,월(1 ~ 3),5,1,0,0,융합과학대학원,에너지화학공학과,에너지화학공학과,조교수,노인수,02581,노인수,청운관(북관)-239 ,논문세미나,,일반강좌,한국어전용,Y,N,,Y,이론,3,0
98,,7113003,박사논문연구I,101,전공필수,3,주간,월(4 ~ 6),5,1,0,0,융합과학대학원,에너지화학공학과,에너지화학공학과,교수,윤현식,02461,윤현식,청운관(남관)-303 ,논문세미나,,일반강좌,한국어전용,Y,N,,Y,이론,3,0
99,,7114014,바이오매스전환공정,101,전공선택,3,주간,토(1 ~ 3),10,6,1,0,융합과학대학원,에너지화학공학과,에너지화학공학과,교수,천승규,02491,천승규,어의관-105 ,,,일반강좌,한국어전용,N,N,,N,이론,3,0
100,,7123001,석사논문연구I,101,전공필수,3,주간,목(10 ~ 12),5,1,0,0,융합과학대학원,에너지환경공학과,에너지환경공학과,교수,배재근,02171,배재근,청운관(남관)-313 ,논문세미나,,일반강좌,한국어전용,Y,N,,Y,이론,3,0
101,,7123001,석사논문연구I,102,전공필수,3,주간,목(10 ~ 12),5,1,0,0,융합과학대학원,에너지환경공학과,에너지환경공학과,교수,김대근,02402,김대근,청운관(남관)-314 ,논문세미나,,일반강좌,한국어전용,Y,N,,Y,이론,3,0
102,,7123002,석사논문연구II,101,전공필수,3,주간,목(10 ~ 12),5,1,0,0,융합과학대학원,에너지환경공학과,에너지환경공학과,교수,신현상,02267,신현상,청운관(남관)-311 ,논문세미나,,일반강좌,한국어전용,Y,N,,Y,이론,3,0
103,,7123004,박사논문연구II,101,전공필수,3,주간,목(10 ~ 12),5,1,0,0,융합과학대학원,에너지환경공학과,에너지환경공학과,교수,김기태,02483,김기태,청운관(북관)-235 ,논문세미나,,일반강좌,한국어전용,Y,N,,Y,이론,3,0
