No,비고,교과목코드,교과목명,강좌번호,이수구분,학점,주야,강의시간,제한인원,신청인원,외국인신청인원,국내교류학생,개설상위,개설학과,관리학과,교수직급,교수명,대표교수,대표교수명,강의실,특수교과목,과목영역,사이버강좌구분,강의언어,타과제한여부,주야교차가능여부,분반,타교생제한여부,구분,이론,실습
750,"정통대, 에바대, 조형대, 창의융합대학 수강 (공대, 기경대, 인사대 학생 대상은 2학기에 수강)",100454,고급실용영어의사소통,11007,교양필수,2,주간,"화(6), 금(6 ~ 7)",23,8,0,0,국제교류처,국제교류처,국제교류처,초빙조교수,Eric James Busch,08628,Eric James Busch,국제관-402 국제관-402 ,,"택1, 공통필수 실용영어의사소통",일반강좌,영어전용(E),N,N,1101,Y,이론,3,0
751,,100500,컴퓨터,11001,기초필수,2,주간,화(7 ~ 9),38,37,1,0,공과대학,건축학부[건축학전공],건축학부[건축학전공],조교수,이용주,02566,이용주,아름관-401 ,,기초필수,일반강좌,한국어전용,Y,N,1101,Y,이론+실습,1,2
752,,100500,컴퓨터,11002,기초필수,2,주간,수(1 ~ 3),37,33,7,0,공과대학,건축학부[건축학전공],건축학부[건축학전공],조교수,박소연,02693,박소연,아름관-401 ,,기초필수,일반강좌,한국어전용,Y,N,1101,Y,이론+실습,1,2
753,,100507,생물학(1),11002,기초필수,2,주간,수(6 ~ 7),50,47,1,0,에너지바이오대학,식품생명공학과,식품생명공학과,부교수,공민석,02570,공민석,청운관(북관)-243 ,,기초필수,일반강좌,한국어전용,Y,N,1101,Y,이론,2,0
754,,100507,생물학(1),11003,기초필수,2,주간,월(8 ~ 9),50,47,0,0,에너지바이오대학,안경광학과,안경광학과,부교수,최문성,02482,최문성,무궁관-206 ,,기초필수,일반강좌,한국어전용,Y,N,1101,Y,이론,2,0
755,,100518,신화의세계,11001,기초필수,3,주간,목(6 ~ 8),49,47,0,0,인문사회대학,문예창작학과,문예창작학과,교수,신연우,02241,신연우,상상관-719 ,,기초필수,일반강좌,한국어전용,Y,N,1101,Y,이론,3,0
756,,100690,확률과통계,11001,기초필수,3,주간,"화(8), 목(8 ~ 9)",26,24,0,0,공과대학,안전공학과,자연과학부,강사(전업),장숙희,20852,장숙희,다빈치관-217 다빈치관-217 ,,기초필수,일반강좌,한국어전용,Y,Y,1101,Y,이론,3,0
757,,100690,확률과통계,11002,기초필수,3,주간,"화(8), 목(8 ~ 9)",38,37,0,0,공과대학,안전공학과,자연과학부,강사(전업),이한청,20434,이한청,다빈치관-218 다빈치관-218 ,,기초필수,일반강좌,한국어전용,Y,Y,1101,Y,이론,3,0
758,,100690,확률과통계,11003,기초필수,3,주간,"수(6), 금(6 ~ 7)",38,38,0,0,창의융합대학,인공지능응용학과,자연과학부,조교수,서경원,02600,서경원,상상관-108 상상관-212 ,,기초필수,일반강좌,한국어전용,Y,Y,1101,Y,이론,3,0
759,,100690,확률과통계,11004,기초필수,3,주간,"수(6), 금(6 ~ 7)",30,30,0,0,창의융합대학,인공지능응용학과,자연과학부,조교수,김연응,02678,김연응,상상관-624 상상관-624 ,,기초필수,일반강좌,한국어전용,Y,Y,1101,Y,이론,3,0
760,,100690,확률과통계,11005,기초필수,3,주간,"수(6), 금(6 ~ 7)",36,36,1,0,창의융합대학,인공지능응용학과,자연과학부,강사(전업),김현수,20851,김현수,다빈치관-219 다빈치관-219 ,,기초필수,일반강좌,한국어전용,Y,Y,1101,Y,이론,3,0
761,외국인 전용 영어 강좌,100788,논리적글쓰기,11001,교양필수,3,주간,수(1 ~ 3),0,13,13,0,교양대학,교양대학,인문사회교양학부,부교수,최형섭,02507,최형섭,어의관-301 ,,공통필수,일반강좌,모듈강좌(M),N,N,1101,Y,이론,3,0
762,,100788,논리적글쓰기,11002,교양필수,3,주간,목(1 ~ 3),30,28,0,0,교양대학,교양대학,인문사회교양학부,조교수,정기인,02584,정기인,어의관-316 ,,공통필수,일반강좌,한국어전용,N,N,1101,Y,이론,3,0
763,,100788,논리적글쓰기,11003,교양필수,3,주간,금(7 ~ 9),30,27,1,0,교양대학,교양대학,인문사회교양학부,조교수,정기인,02584,정기인,어의관-316 ,,공통필수,일반강좌,한국어전용,N,N,1101,Y,이론,3,0
764,,100788,논리적글쓰기,11004,교양필수,3,주간,화(4 ~ 6),30,26,1,0,교양대학,교양대학,인문사회교양학부,초빙부교수,나보령,08680,나보령,어의관-301 ,,공통필수,일반강좌,한국어전용,N,N,1101,Y,이론,3,0
765,,100788,논리적글쓰기,11005,교양필수,3,주간,화(7 ~ 9),30,30,0,0,교양대학,교양대학,인문사회교양학부,초빙부교수,나보령,08680,나보령,어의관-301 ,,공통필수,일반강좌,한국어전용,N,N,1101,Y,이론,3,0
766,,100788,논리적글쓰기,11006,교양필수,3,주간,수(7 ~ 9),30,29,1,0,교양대학,교양대학,인문사회교양학부,초빙부교수,나보령,08680,나보령,어의관-301 ,,공통필수,일반강좌,한국어전용,N,N,1101,Y,이론,3,0
767,,100788,논리적글쓰기,11007,교양필수,3,주간,수(7 ~ 9),30,29,0,0,교양대학,교양대학,인문사회교양학부,초빙부교수,김민수,08681,김민수,어의관-210 ,,공통필수,일반강좌,한국어전용,N,N,1101,Y,이론,3,0
768,,100788,논리적글쓰기,11008,교양필수,3,주간,화(1 ~ 3),30,30,0,0,교양대학,교양대학,인문사회교양학부,초빙부교수,김민수,08681,김민수,어의관-210 ,,공통필수,일반강좌,한국어전용,N,N,1101,Y,이론,3,0
769,,100788,논리적글쓰기,11009,교양필수,3,주간,화(7 ~ 9),30,30,1,0,교양대학,교양대학,인문사회교양학부,초빙부교수,김민수,08681,김민수,어의관-210 ,,공통필수,일반강좌,한국어전용,N,N,1101,Y,이론,3,0
770,,100788,논리적글쓰기,11010,교양필수,3,주간,월(1 ~ 3),30,29,0,0,교양대학,교양대학,인문사회교양학부,강사(전업),전영주,20833,전영주,어의관-310 ,,공통필수,일반강좌,한국어전용,N,N,1101,Y,이론,3,0
771,,100788,논리적글쓰기,11011,교양필수,3,주간,월(4 ~ 6),30,30,0,0,교양대학,교양대학,인문사회교양학부,강사(전업),전영주,20833,전영주,어의관-310 ,,공통필수,일반강좌,한국어전용,N,N,1101,Y,이론,3,0
772,,100788,논리적글쓰기,11012,교양필수,3,주간,목(4 ~ 6),30,29,0,0,교양대학,교양대학,인문사회교양학부,강사(전업),조경은,20834,조경은,어의관-210 ,,공통필수,일반강좌,한국어전용,N,N,1101,Y,이론,3,0
773,,100788,논리적글쓰기,11013,교양필수,3,주간,목(7 ~ 9),30,28,0,0,교양대학,교양대학,인문사회교양학부,강사(전업),조경은,20834,조경은,어의관-210 ,,공통필수,일반강좌,한국어전용,N,N,1101,Y,이론,3,0
774,,100788,논리적글쓰기,11014,교양필수,3,주간,월(1 ~ 3),30,29,0,0,교양대학,교양대학,인문사회교양학부,강사(전업),이경근,20835,이경근,어의관-213 ,,공통필수,일반강좌,한국어전용,N,N,1101,Y,이론,3,0
775,,100788,논리적글쓰기,11015,교양필수,3,주간,월(7 ~ 9),30,30,0,0,교양대학,교양대학,인문사회교양학부,강사(전업),이경근,20835,이경근,어의관-213 ,,공통필수,일반강좌,한국어전용,N,N,1101,Y,이론,3,0
776,,100788,논리적글쓰기,11016,교양필수,3,주간,수(1 ~ 3),30,30,0,0,교양대학,교양대학,인문사회교양학부,강사(전업),민진영,20211,민진영,어의관-313 ,,공통필수,일반강좌,한국어전용,N,N,1101,Y,이론,3,0
777,,100788,논리적글쓰기,11017,교양필수,3,주간,수(4 ~ 6),30,30,0,0,교양대학,교양대학,인문사회교양학부,강사(전업),민진영,20211,민진영,어의관-313 ,,공통필수,일반강좌,한국어전용,N,N,1101,Y,이론,3,0
778,,100788,논리적글쓰기,11018,교양필수,3,주간,월(1 ~ 3),30,28,0,0,교양대학,교양대학,인문사회교양학부,강사(전업),인아영,20836,인아영,어의관-313 ,,공통필수,일반강좌,한국어전용,N,N,1101,Y,이론,3,0
779,,100788,논리적글쓰기,11019,교양필수,3,주간,월(4 ~ 6),30,30,0,0,교양대학,교양대학,인문사회교양학부,강사(전업),인아영,20836,인아영,어의관-313 ,,공통필수,일반강좌,한국어전용,N,N,1101,Y,이론,3,0
780,,100788,논리적글쓰기,11020,교양필수,3,주간,목(1 ~ 3),30,29,0,0,교양대학,교양대학,인문사회교양학부,강사(전업),박성준,20837,박성준,어의관-102 ,,공통필수,일반강좌,한국어전용,N,N,1101,Y,이론,3,0
781,,100788,논리적글쓰기,11021,교양필수,3,주간,목(7 ~ 9),30,29,0,0,교양대학,교양대학,인문사회교양학부,강사(전업),박성준,20837,박성준,어의관-102 ,,공통필수,일반강좌,한국어전용,N,N,1101,Y,이론,3,0
782,,100788,논리적글쓰기,11022,교양필수,3,주간,화(1 ~ 3),30,29,0,0,교양대학,교양대학,인문사회교양학부,강사(전업),양정현,20838,양정현,어의관-314 ,,공통필수,일반강좌,한국어전용,N,N,1101,Y,이론,3,0
783,,100788,논리적글쓰기,11023,교양필수,3,주간,금(1 ~ 3),30,30,0,0,교양대학,교양대학,인문사회교양학부,강사(전업),양정현,20838,양정현,어의관-314 ,,공통필수,일반강좌,한국어전용,N,N,1101,Y,이론,3,0
784,,100788,논리적글쓰기,11024,교양필수,3,주간,수(1 ~ 3),30,30,0,0,교양대학,교양대학,인문사회교양학부,강사(전업),채송화,20839,채송화,어의관-210 ,,공통필수,일반강좌,한국어전용,N,N,1101,Y,이론,3,0
785,,100788,논리적글쓰기,11025,교양필수,3,주간,수(4 ~ 6),30,29,0,0,교양대학,교양대학,인문사회교양학부,강사(전업),채송화,20839,채송화,어의관-210 ,,공통필수,일반강좌,한국어전용,N,N,1101,Y,이론,3,0
786,,100788,논리적글쓰기,11026,교양필수,3,주간,화(4 ~ 6),30,30,0,0,교양대학,교양대학,인문사회교양학부,강사(전업),이원지,20840,이원지,어의관-102 ,,공통필수,일반강좌,한국어전용,N,N,1101,Y,이론,3,0
787,,100788,논리적글쓰기,11027,교양필수,3,주간,화(7 ~ 9),30,30,0,0,교양대학,교양대학,인문사회교양학부,강사(전업),이원지,20840,이원지,어의관-102 ,,공통필수,일반강좌,한국어전용,N,N,1101,Y,이론,3,0
788,,100788,논리적글쓰기,11028,교양필수,3,주간,수(4 ~ 6),30,30,0,0,교양대학,교양대학,인문사회교양학부,강사(전업),남재민,20841,남재민,어의관-314 ,,공통필수,일반강좌,한국어전용,N,N,1101,Y,이론,3,0
789,,100788,논리적글쓰기,11029,교양필수,3,주간,수(7 ~ 9),30,30,1,0,교양대학,교양대학,인문사회교양학부,강사(전업),남재민,20841,남재민,어의관-314 ,,공통필수,일반강좌,한국어전용,N,N,1101,Y,이론,3,0
790,,100788,논리적글쓰기,11030,교양필수,3,주간,화(1 ~ 3),30,30,0,0,교양대학,교양대학,인문사회교양학부,강사(전업),유건수,20889,유건수,어의관-309 ,,공통필수,일반강좌,한국어전용,N,N,1101,Y,이론,3,0
791,,100788,논리적글쓰기,11031,교양필수,3,주간,화(4 ~ 6),30,29,0,0,교양대학,교양대학,인문사회교양학부,강사(전업),유건수,20889,유건수,어의관-309 ,,공통필수,일반강좌,한국어전용,N,N,1101,Y,이론,3,0
792,,100788,논리적글쓰기,11032,교양필수,3,주간,월(7 ~ 9),30,30,0,0,교양대학,교양대학,인문사회교양학부,강사(전업),이민호,20922,이민호,어의관-610 ,,공통필수,일반강좌,한국어전용,N,N,1101,Y,이론,3,0
793,,100788,논리적글쓰기,11033,교양필수,3,주간,금(7 ~ 9),30,28,0,0,교양대학,교양대학,인문사회교양학부,강사(전업),전승주,20923,전승주,어의관-301 ,,공통필수,일반강좌,한국어전용,N,N,1101,Y,이론,3,0
794,,100788,논리적글쓰기,11034,교양필수,3,주간,금(4 ~ 6),30,30,2,0,교양대학,교양대학,인문사회교양학부,강사(전업),김슬기,20367,김슬기,어의관-313 ,,공통필수,일반강좌,한국어전용,N,N,1101,Y,이론,3,0
795,,100788,논리적글쓰기,11035,교양필수,3,주간,금(7 ~ 9),30,28,0,0,교양대학,교양대학,인문사회교양학부,강사(전업),김슬기,20367,김슬기,어의관-313 ,,공통필수,일반강좌,한국어전용,N,N,1101,Y,이론,3,0
796,,100788,논리적글쓰기,11036,교양필수,3,주간,목(1 ~ 3),30,30,0,0,교양대학,교양대학,인문사회교양학부,강사(전업),조지혜,20763,조지혜,어의관-314 ,,공통필수,일반강좌,한국어전용,N,N,1101,Y,이론,3,0
797,,100788,논리적글쓰기,11037,교양필수,3,주간,목(4 ~ 6),30,30,0,0,교양대학,교양대학,인문사회교양학부,강사(전업),조지혜,20763,조지혜,어의관-314 ,,공통필수,일반강좌,한국어전용,N,N,1101,Y,이론,3,0
798,,100788,논리적글쓰기,11038,교양필수,3,주간,월(4 ~ 6),30,30,0,0,교양대학,교양대학,인문사회교양학부,강사(전업),김정욱,20832,김정욱,다빈치관-217 ,,공통필수,일반강좌,한국어전용,N,N,1101,Y,이론,3,0
799,,100788,논리적글쓰기,11039,교양필수,3,주간,월(7 ~ 9),30,30,0,0,교양대학,교양대학,인문사회교양학부,강사(전업),김정욱,20832,김정욱,다빈치관-217 ,,공통필수,일반강좌,한국어전용,N,N,1101,Y,이론,3,0
800,,100834,일반화학,11001,기초필수,3,주간,월(2 ~ 4),35,30,0,0,창의융합대학,지능형반도체공학과,지능형반도체공학과,교수,이용근,02374,이용근,창조관-211 ,,기초필수,일반강좌,한국어전용,Y,N,1101,Y,이론,3,0
801,"일반화학및실험 재수강 가능, 타과 수강 가능",100834,일반화학,11002,기초필수,3,주간,월(1 ~ 3),54,52,0,0,공과대학,기계시스템디자인공학과,기계시스템디자인공학과,강사(비전업),김완주,20168,김완주,청운관(북관)-B026 ,,기초필수,일반강좌,한국어전용,N,N,1101,Y,이론,3,0
802,"일반화학및실험 재수강 가능, 타과 수강 가능",100834,일반화학,11003,기초필수,3,주간,월(1 ~ 3),38,38,0,0,공과대학,기계시스템디자인공학과,기계시스템디자인공학과,강사(전업),최원숙,20170,최원숙,청운관(북관)-B025 ,,기초필수,일반강좌,한국어전용,N,N,1101,Y,이론,3,0
803,"일반화학및실험 재수강 가능, 타과 수강 가능",100834,일반화학,11004,기초필수,3,주간,월(6 ~ 8),40,39,0,0,공과대학,기계시스템디자인공학과,기계시스템디자인공학과,강사(비전업),안성환,20858,안성환,청운관(북관)-B015 ,,기초필수,일반강좌,한국어전용,N,N,1101,Y,이론,3,0
804,"일반화학및실험 재수강 가능, 타과 수강 가능",100834,일반화학,11005,기초필수,3,주간,목(1 ~ 3),40,38,0,0,공과대학,기계시스템디자인공학과,기계시스템디자인공학과,강사(비전업),조성관,20169,조성관,청운관(북관)-B015 ,,기초필수,일반강좌,한국어전용,N,N,1101,Y,이론,3,0
805,"일반화학및실험 재수강 가능, 타과 수강 가능",100834,일반화학,11006,기초필수,3,주간,목(6 ~ 8),38,38,0,0,공과대학,기계시스템디자인공학과,기계시스템디자인공학과,강사(전업),최원숙,20170,최원숙,청운관(북관)-B016 ,,기초필수,일반강좌,한국어전용,N,N,1101,Y,이론,3,0
806,"일반화학및실험 재수강 가능, 타과 수강 가능",100834,일반화학,11007,기초필수,3,주간,목(6 ~ 8),32,32,0,0,공과대학,기계시스템디자인공학과,기계시스템디자인공학과,강사(전업),윤성욱,20859,윤성욱,청운관(북관)-B018 ,,기초필수,일반강좌,한국어전용,N,N,1101,Y,이론,3,0
807,"일반화학및실험 재수강 가능, 타과 수강 가능",100834,일반화학,11008,기초필수,3,주간,월(1 ~ 3),39,39,6,0,공과대학,기계·자동차공학과,기계·자동차공학과,강사(비전업),안성환,20858,안성환,청운관(북관)-B015 ,,기초필수,일반강좌,한국어전용,N,N,1101,Y,이론,3,0
808,"일반화학및실험 재수강 가능, 타과 수강 가능",100834,일반화학,11009,기초필수,3,주간,월(6 ~ 8),38,38,1,0,공과대학,기계·자동차공학과,기계·자동차공학과,강사(비전업),김완주,20168,김완주,청운관(북관)-B024 ,,기초필수,일반강좌,한국어전용,N,N,1101,Y,이론,3,0
809,"일반화학및실험 재수강 가능, 타과 수강 가능",100834,일반화학,11010,기초필수,3,주간,화(1 ~ 3),38,38,1,0,공과대학,기계·자동차공학과,기계·자동차공학과,교수,천승규,02491,천승규,청운관(북관)-B015 ,,기초필수,일반강좌,한국어전용,N,N,1101,Y,이론,3,0
810,"일반화학및실험 재수강 가능, 타과 수강 가능",100834,일반화학,11011,기초필수,3,주간,목(1 ~ 3),40,40,1,0,공과대학,기계·자동차공학과,기계·자동차공학과,강사(전업),윤성욱,20859,윤성욱,청운관(북관)-B016 ,,기초필수,일반강좌,한국어전용,N,N,1101,Y,이론,3,0
811,"일반화학및실험 재수강 가능, 타과 수강 가능",100834,일반화학,11012,기초필수,3,주간,목(6 ~ 8),40,40,0,0,공과대학,기계·자동차공학과,기계·자동차공학과,강사(비전업),조성관,20169,조성관,청운관(북관)-B015 ,,기초필수,일반강좌,한국어전용,N,N,1101,Y,이론,3,0
812,,100835,화학(1),11001,기초필수,3,주간,수(5 ~ 7),56,53,1,0,에너지바이오대학,정밀화학과,정밀화학과,조교수,박정우,02670,박정우,청운관(북관)-B016 ,,기초필수,일반강좌,한국어전용,N,N,1101,Y,이론,3,0
813,,100835,화학(1),11002,기초필수,3,주간,월(1 ~ 3),50,47,1,0,에너지바이오대학,식품생명공학과,식품생명공학과,조교수,이준구,02692,이준구,청운관(북관)-243 ,,기초필수,일반강좌,영어전용(Y),Y,N,1101,Y,이론,3,0
814,,100835,화학(1),11003,기초필수,3,주간,수(3 ~ 5),53,50,0,0,에너지바이오대학,안경광학과,안경광학과,교수,노혜란,02433,노혜란,무궁관-206 ,,기초필수,일반강좌,한국어전용,Y,N,1101,Y,이론,3,0
815,,100835,화학(1),11004,기초필수,3,주간,수(2 ~ 4),40,34,1,0,창의융합대학,미래에너지융합학과,미래에너지융합학과,조교수,문석윤,02674,문석윤,상상관-719 ,,기초필수,일반강좌,한국어전용,Y,N,1101,Y,이론,3,0
816,,100835,화학(1),11005,기초필수,3,주간,월(6 ~ 8),75,68,0,0,공과대학,건설시스템공학과,건설시스템공학과,조교수,김은주,02700,김은주,Techno Cube(테크노 큐브)-405 ,,기초필수,일반강좌,한국어전용,Y,N,1101,Y,이론,3,0
817,,100835,화학(1),11006,기초필수,3,주간,목(1 ~ 3),75,70,3,0,공과대학,건설시스템공학과,건설시스템공학과,조교수,김은주,02700,김은주,Techno Cube(테크노 큐브)-405 ,,기초필수,일반강좌,한국어전용,Y,N,1101,Y,이론,3,0
818,,100835,화학(1),11007,기초필수,3,주간,"화(6 ~ 7), 수(8)",90,79,0,0,공과대학,신소재공학과,신소재공학과,조교수,정재한,02650,정재한,다산관-314 다산관-311 ,,기초필수,일반강좌,한국어전용,Y,N,1101,Y,이론,3,0
819,,100837,기초화학(1),11001,기초필수,2,주간,월(3 ~ 4),27,25,1,0,에너지바이오대학,화공생명공학과,화공생명공학과,부교수,김규한,02547,김규한,청운관(북관)-B016 ,,기초필수,일반강좌,한국어전용,Y,N,1101,Y,이론,2,0
820,,100837,기초화학(1),11002,기초필수,2,주간,월(6 ~ 7),27,26,0,0,에너지바이오대학,화공생명공학과,화공생명공학과,조교수,허성연,02614,허성연,청운관(북관)-B016 ,,기초필수,일반강좌,한국어전용,Y,N,1101,Y,이론,2,0
821,,100837,기초화학(1),11003,기초필수,2,주간,월(8 ~ 9),27,26,1,0,에너지바이오대학,화공생명공학과,화공생명공학과,조교수,이은호,02697,이은호,청운관(북관)-B016 ,,기초필수,일반강좌,한국어전용,Y,N,1101,Y,이론,2,0
822,,100837,기초화학(1),11004,기초필수,2,주간,수(3 ~ 4),59,58,1,0,에너지바이오대학,환경공학과,환경공학과,교수,신현상,02267,신현상,청운관(남관)-130 ,,기초필수,일반강좌,한국어전용,Y,N,1101,Y,이론,2,0
823,,100838,기초화학실험(1),11001,기초필수,1,주간,월(6 ~ 7),27,25,0,0,에너지바이오대학,화공생명공학과,화공생명공학과,부교수,김규한,02547,김규한,청운관(남관)-B001 ,,기초필수,일반강좌,한국어전용,Y,N,1101,Y,실습,0,2
824,,100838,기초화학실험(1),11002,기초필수,1,주간,월(8 ~ 9),27,28,1,0,에너지바이오대학,화공생명공학과,화공생명공학과,조교수,허성연,02614,허성연,청운관(남관)-B001 ,,기초필수,일반강좌,한국어전용,Y,N,1101,Y,실습,0,2
825,,100838,기초화학실험(1),11003,기초필수,1,주간,월(3 ~ 4),27,24,1,0,에너지바이오대학,화공생명공학과,화공생명공학과,조교수,이은호,02697,이은호,청운관(남관)-B001 ,,기초필수,일반강좌,한국어전용,Y,N,1101,Y,실습,0,2
826,,100838,기초화학실험(1),11004,기초필수,1,주간,수(6 ~ 7),25,24,0,0,에너지바이오대학,환경공학과,환경공학과,교수,신현상,02267,신현상,청운관(남관)-B001 ,,기초필수,일반강좌,한국어전용,Y,N,1101,Y,실습,0,2
827,,100838,기초화학실험(1),11005,기초필수,1,주간,수(8 ~ 9),25,22,0,0,에너지바이오대학,환경공학과,환경공학과,교수,신현상,02267,신현상,청운관(남관)-B001 ,,기초필수,일반강좌,한국어전용,Y,N,1101,Y,실습,0,2
828,,100866,행정과사회과학,11001,기초필수,3,주간,화(6 ~ 8),31,29,0,0,인문사회대학,행정학과,행정학과,명예교수(전업),윤홍근,01049,윤홍근,상상관-719 ,,기초필수,일반강좌,한국어전용,Y,N,1101,Y,이론,3,0
829,,100866,행정과사회과학,11002,기초필수,3,주간,월(2 ~ 4),31,27,2,0,인문사회대학,행정학과,행정학과,조교수,이단비,02646,이단비,상상관-818 ,,기초필수,일반강좌,한국어전용,Y,N,1101,Y,이론,3,0
830,,100945,영작문(1),11001,기초필수,2,주간,수(1 ~ 2),25,22,0,0,기술경영융합대학,MSDE 학과,MSDE 학과,초빙교수,RachelONeil,08569,RachelONeil,무궁관-911 ,,기초필수,일반강좌,영어전용(E),Y,N,1101,Y,이론,2,0
831,,100945,영작문(1),11002,기초필수,2,주간,수(3 ~ 4),25,22,0,0,기술경영융합대학,MSDE 학과,MSDE 학과,초빙교수,RachelONeil,08569,RachelONeil,무궁관-608 ,,기초필수,일반강좌,영어전용(E),Y,N,1101,Y,이론,2,0
832,,100945,영작문(1),11003,기초필수,2,주간,화(1 ~ 2),17,13,0,0,기술경영융합대학,산업공학과[ITM전공(학부)],산업공학과[ITM전공(학부)],초빙교수,BensonMatthew,08138,BensonMatthew,국제관-223 ,,기초필수,일반강좌,영어전용(E),Y,N,1101,Y,이론,2,0
833,,100945,영작문(1),11004,기초필수,2,주간,화(3 ~ 4),17,17,0,0,기술경영융합대학,산업공학과[ITM전공(학부)],산업공학과[ITM전공(학부)],초빙교수,BensonMatthew,08138,BensonMatthew,국제관-223 ,,기초필수,일반강좌,영어전용(E),Y,N,1101,Y,이론,2,0
834,,100946,영어청취(1),11001,기초필수,2,주간,수(1 ~ 2),25,25,0,0,기술경영융합대학,MSDE 학과,MSDE 학과,강사(전업),정은진,20478,정은진,무궁관-702 ,,기초필수,일반강좌,영어전용(Y),Y,N,1101,Y,이론,2,0
835,,100946,영어청취(1),11002,기초필수,2,주간,수(3 ~ 4),25,22,0,0,기술경영융합대학,MSDE 학과,MSDE 학과,강사(전업),정은진,20478,정은진,무궁관-702 ,,기초필수,일반강좌,영어전용(Y),Y,N,1101,Y,이론,2,0
836,,100946,영어청취(1),11003,기초필수,2,주간,화(1 ~ 2),19,19,2,0,기술경영융합대학,산업공학과[ITM전공(학부)],산업공학과[ITM전공(학부)],초빙부교수,Michael Bishop,08615,Michael Bishop,국제관-415 ,,기초필수,일반강좌,영어전용(E),N,N,1101,Y,이론,2,0
837,,100946,영어청취(1),11004,기초필수,2,주간,화(5 ~ 6),19,19,3,0,기술경영융합대학,산업공학과[ITM전공(학부)],산업공학과[ITM전공(학부)],초빙부교수,Michael Bishop,08615,Michael Bishop,국제관-415 ,,기초필수,일반강좌,영어전용(E),N,N,1101,Y,이론,2,0
838,,100947,Presentation,11001,기초필수,2,주간,목(1 ~ 2),23,20,0,0,기술경영융합대학,MSDE 학과,MSDE 학과,강사(전업),정은진,20478,정은진,무궁관-702 ,,기초필수,일반강좌,영어전용(Y),Y,N,1101,Y,이론,2,0
839,,100947,Presentation,11002,기초필수,2,주간,목(3 ~ 4),23,23,0,0,기술경영융합대학,MSDE 학과,MSDE 학과,강사(전업),정은진,20478,정은진,무궁관-702 ,,기초필수,일반강좌,영어전용(Y),Y,N,1101,Y,이론,2,0
840,,100947,Presentation,11003,기초필수,2,주간,화(3 ~ 4),17,13,0,0,기술경영융합대학,산업공학과[ITM전공(학부)],산업공학과[ITM전공(학부)],초빙부교수,LynchJo-Anna,08152,LynchJo-Anna,국제관-202 ,,기초필수,일반강좌,영어전용(E),Y,N,1101,Y,이론,2,0
841,,100947,Presentation,11004,기초필수,2,주간,화(6 ~ 7),19,19,0,0,기술경영융합대학,산업공학과[ITM전공(학부)],산업공학과[ITM전공(학부)],초빙부교수,LynchJo-Anna,08152,LynchJo-Anna,국제관-202 ,,기초필수,일반강좌,영어전용(E),Y,N,1101,Y,이론,2,0
842,,100975,삶의윤리학,11001,교양필수,2,주간,화(6 ~ 7),40,40,1,0,교양대학,교양대학,인문사회교양학부,교수,고은강,02416,고은강,어의관-506 ,,"택1, 공통필수 윤리역량",일반강좌,한국어전용,N,N,1101,Y,이론,2,0
843,,100975,삶의윤리학,11002,교양필수,2,주간,화(8 ~ 9),40,40,0,0,교양대학,교양대학,인문사회교양학부,교수,고은강,02416,고은강,어의관-506 ,,"택1, 공통필수 윤리역량",일반강좌,한국어전용,N,N,1101,Y,이론,2,0
844,,100975,삶의윤리학,11003,교양필수,2,주간,화(1 ~ 2),40,40,0,0,교양대학,교양대학,인문사회교양학부,강사(전업),우상권,20634,우상권,어의관-111 ,,"택1, 공통필수 윤리역량",일반강좌,한국어전용,N,N,1101,Y,이론,2,0
845,,100975,삶의윤리학,11004,교양필수,2,주간,화(3 ~ 4),40,40,3,0,교양대학,교양대학,인문사회교양학부,강사(전업),우상권,20634,우상권,어의관-111 ,,"택1, 공통필수 윤리역량",일반강좌,한국어전용,N,N,1101,Y,이론,2,0
846,,100975,삶의윤리학,11005,교양필수,2,주간,화(6 ~ 7),40,40,0,0,교양대학,교양대학,인문사회교양학부,강사(전업),우상권,20634,우상권,어의관-111 ,,"택1, 공통필수 윤리역량",일반강좌,한국어전용,N,N,1101,Y,이론,2,0
847,,100975,삶의윤리학,11006,교양필수,2,주간,화(8 ~ 9),40,40,0,0,교양대학,교양대학,인문사회교양학부,강사(전업),우상권,20634,우상권,어의관-111 ,,"택1, 공통필수 윤리역량",일반강좌,한국어전용,N,N,1101,Y,이론,2,0
848,,100975,삶의윤리학,11007,교양필수,2,주간,월(1 ~ 2),40,40,1,0,교양대학,교양대학,인문사회교양학부,강사(전업),김헌중,20764,김헌중,어의관-111 ,,"택1, 공통필수 윤리역량",일반강좌,한국어전용,N,N,1101,Y,이론,2,0
849,,100975,삶의윤리학,11008,교양필수,2,주간,월(3 ~ 4),40,40,2,0,교양대학,교양대학,인문사회교양학부,강사(전업),김헌중,20764,김헌중,어의관-111 ,,"택1, 공통필수 윤리역량",일반강좌,한국어전용,N,N,1101,Y,이론,2,0
850,,100975,삶의윤리학,11009,교양필수,2,주간,수(1 ~ 2),40,40,0,0,교양대학,교양대학,인문사회교양학부,강사(전업),김헌중,20764,김헌중,어의관-111 ,,"택1, 공통필수 윤리역량",일반강좌,한국어전용,N,N,1101,Y,이론,2,0
851,,100975,삶의윤리학,11010,교양필수,2,주간,수(3 ~ 4),40,39,0,0,교양대학,교양대학,인문사회교양학부,강사(전업),김헌중,20764,김헌중,어의관-111 ,,"택1, 공통필수 윤리역량",일반강좌,한국어전용,N,N,1101,Y,이론,2,0
